GO.Term	GO.ID	TAD	P.value	P.adjust
branching morphogenesis of an epithelial tube 	0048754	TAD842|TAD1476|TAD2131|TAD548	0.01480996082487|0.00891186446263248|0.0177461385130128|0.0206737683767367	0.0344894446685106|0.0317221844764827|0.0363826355838299|0.0384277272065022
brown fat cell differentiation 	0050873	TAD873	0.00387435535637159	0.0312226708723271
C-terminal protein amino acid modification 	0018410	TAD2298	0.0225350812512201	0.0398937778563836
C21-steroid hormone biosynthetic process 	0006700	TAD3079|TAD1376	0.014321865596731|0.00663416315157417	0.0341031232244188|0.0312226708723271
C21-steroid hormone metabolic process 	0008207	TAD3079|TAD1376	0.0196435734598296|0.00911249937745462	0.0377948361284341|0.0317221844764827
calcineurin-mediated signaling 	0097720	TAD332|TAD836	0.00580670328554844|0.00497907098859562	0.0312226708723271|0.0312226708723271
calcineurin-NFAT signaling cascade 	0033173	TAD332|TAD836	0.00532391777899266|0.00456493908140421	0.0312226708723271|0.0312226708723271
calcitonin family receptor signaling pathway 	0097646	TAD2143	0.00677167176522153	0.0312226708723271
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules 	0016339	TAD2608	0.0445184058580098	0.0539717101286125
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules 	0016338	TAD3038|TAD1310	0.0260187889026071|0.00966176194903157	0.0420394554139981|0.0317468008020042
calcium-mediated signaling 	0019722	TAD2629|TAD2303|TAD2541|TAD2542	0.00967680503367274|0.028754336328877|0.00484999653571649|0.0566933366857401	0.0317468008020042|0.0436809132151573|0.0312226708723271|0.0617786206064159
calcium ion homeostasis 	0055074	TAD1967|TAD784|TAD707|TAD760	0.0356325321995122|0.0297821752021872|0.0026833354560924|0.0120197858197285	0.0482107649296196|0.0443842005145537|0.0312226708723271|0.0329738890962001
calcium ion import 	0070509	TAD566|TAD1823	0.0115856808172179|0.0058091140859321	0.0326590512939334|0.0312226708723271
calcium ion transmembrane import into cytosol 	0097553	TAD2629|TAD2148|TAD2149|TAD526|TAD527	0.00498251881197975|0.00994089838527579|0.00994089838527579|0.00994089838527579|0.0148752523436595	0.0312226708723271|0.0317468008020042|0.0317468008020042|0.0317468008020042|0.0344894446685106
calcium ion transmembrane transport 	0070588	TAD652|TAD1834|TAD566|TAD2583|TAD2481	0.0409801025484443|0.0636473836401494|0.035229059303145|0.0118820402339245|0.0580307047668182	0.0517627270629359|0.0665980986896515|0.0480725887762354|0.0328726715071227|0.062682068013956
calcium ion transport 	0006816	TAD652|TAD1967|TAD566|TAD784|TAD1823|TAD2583|TAD2882|TAD760|TAD526|TAD527	0.0558565712745699|0.0480706376251462|0.000973084266558106|0.040221045398715|0.0243288170913618|0.0162851365503698|0.0613058004873216|0.0162851365503698|0.0323072786009405|0.0480706376251462	0.0613800006835737|0.0562851347999112|0.0312226708723271|0.0511996073446272|0.0410328416059408|0.0355658635586251|0.0647737107090641|0.0355658635586251|0.046204058896688|0.0562851347999112
camera-type eye development 	0043010	TAD2674	0.0197802533028175	0.0377948361284341
camera-type eye morphogenesis 	0048593	TAD2674|TAD2266|TAD2131	0.00911092605023411|0.021141441212994|0.00456493908140421	0.0317221844764827|0.0387587210105644|0.0312226708723271
cAMP-mediated signaling 	0019933	TAD627|TAD1743|TAD2142|TAD992|TAD1293|TAD2670	0.0458198541904287|0.0408328499440374|0.0557172371211752|0.0257170223762013|0.0408328499440374|0.0257170223762013	0.0548474370854958|0.051682922902408|0.0613204258238478|0.0418727996080373|0.051682922902408|0.0418727996080373
cAMP biosynthetic process 	0006171	TAD627	0.0086985996485055	0.0317221844764827
cAMP catabolic process 	0006198	TAD2142	0.00532391777899277	0.0312226708723271
cAMP metabolic process 	0046058	TAD627|TAD2142	0.0148706400042945|0.0181463267907512	0.0344894446685106|0.0366076038355312
canonical glycolysis 	0061621	TAD1454|TAD8	0.0103497339090447|0.00691130182675659	0.0320301343511385|0.0312226708723271
canonical Wnt signaling pathway 	0060070	TAD842|TAD2131|TAD1413|TAD1376|TAD1846	0.0250381741674126|0.02997109718417|0.0150979851550597|0.02997109718417|0.0542688499109547	0.0412848774833321|0.044567439305118|0.0347545975341708|0.044567439305118|0.0603588739990394
carbohydrate catabolic process 	0016052	TAD2140|TAD837|TAD1454|TAD212|TAD75|TAD2744	0.00725786888329882|0.0192407518563849|0.0144645555339082|0.0216204103440817|0.00725786888329882|0.012067991887948	0.0312452180388064|0.0373505469004725|0.0341031232244188|0.0391995126505067|0.0312452180388064|0.0329738890962001
carbohydrate derivative biosynthetic process 	1901137	TAD1967|TAD280|TAD1968	0.0119973771667559|0.033632595317978|0.140355508188312	0.0329738890962001|0.0469272643470177|0.140827992077263
carbohydrate derivative catabolic process 	1901136	TAD2140|TAD28|TAD837|TAD548	0.00228484299174292|0.011376834640396|0.00608237035797732|0.00532391777899266	0.0312226708723271|0.032591295224651|0.0312226708723271|0.0312226708723271
carbohydrate homeostasis 	0033500	TAD506|TAD2238|TAD6|TAD454|TAD417	0.0386165145055621|0.0428155688307245|0.0259102806812195|0.0130388137156681|0.00871124169897075	0.0502103872208579|0.0529245851237013|0.0419103425056673|0.0335055941460385|0.0317221844764827
carbohydrate phosphorylation 	0046835	TAD2237|TAD2238|TAD2433	0.00532391777899266|0.00759769847296976|0.00835457466494127	0.0312226708723271|0.0313865936270947|0.0314857789715563
carbohydrate transport 	0008643	TAD2176	0.0128203411742495	0.0334396954446484
carboxylic acid biosynthetic process 	0046394	TAD1915|TAD767|TAD2523|TAD548	0.0535058631886886|0.0477017944116799|0.000587969164609944|0.0211501605672411	0.0598078193985638|0.0560020834763631|0.0261336820796367|0.0387587210105644
carboxylic acid catabolic process 	0046395	TAD1019	0.0115856808172179	0.0326590512939334
carboxylic acid metabolic process 	0019752	TAD1304|TAD3079|TAD2266|TAD3033	0.0136427338575174|0.0293312134800829|0.0621388321687816|0.0293312134800829	0.0337044039278598|0.0441269423689273|0.0653793966083022|0.0441269423689273
carboxylic acid transmembrane transport 	1905039	TAD2171	1.0864849374595e-06	0.000203897006596566
carboxylic acid transport 	0046942	TAD2726|TAD2171	0.0449932995790968|3.43976527938427e-06	0.0542618229125987|0.000512626196195297
cardiac atrium morphogenesis 	0003209	TAD2536|TAD333|TAD1121	0.0198468844489214|0.00587623680036886|0.00587623680036886	0.0378202946606561|0.0312226708723271|0.0312226708723271
cardiac left ventricle morphogenesis 	0003214	TAD899|TAD548|TAD2793	0.00677167176522186|0.00677167176522186|0.00387475762138534	0.0312226708723271|0.0312226708723271|0.0312226708723271
cardiac muscle cell action potential 	0086001	TAD566|TAD707	0.0119973771667559|0.0258187064751596	0.0329738890962001|0.0419103425056673
cardiac muscle cell action potential involved in contraction 	0086002	TAD566|TAD548|TAD707|TAD2797	0.0115856808172179|0.0135040006991834|0.0249387483862332|0.0115856808172179	0.0326590512939334|0.0336818959107878|0.041220436227747|0.0326590512939334
cardiac muscle cell contraction 	0086003	TAD566|TAD707	0.0070475775249591|0.0152106646358681	0.0312452180388064|0.0347545975341708
cardiac muscle cell development 	0055013	TAD333|TAD29|TAD1121	0.00931992121486969|0.0185561696651284|0.00931992121486969	0.0317468008020042|0.0369484590827856|0.0317468008020042
cardiac muscle cell differentiation 	0055007	TAD2536|TAD2531|TAD1121|TAD1033	0.0175313484318086|0.00311483129735679|0.00518635218240593|0.00207756176832397	0.0362293494890224|0.0312226708723271|0.0312226708723271|0.0312226708723271
cardiac muscle fiber development 	0048739	TAD29	0.00828581544809626	0.0313865936270947
cardiac muscle tissue development 	0048738	TAD2536|TAD1133|TAD29|TAD2531|TAD1121	0.0415897697057546|0.0295352889932988|0.0246723353172287|0.0074647188897824|0.012411071485153	0.0521661113727479|0.0442045311098933|0.0410768764449113|0.0313865936270947|0.0330028334900394
cardiac muscle tissue morphogenesis 	0055008	TAD333|TAD29|TAD1121	0.012411071485153|0.0246723353172287|0.012411071485153	0.0330028334900394|0.0410768764449113|0.0330028334900394
cardiac myofibril assembly 	0055003	TAD29	0.0117199633845136	0.0326965588835301
cardiac right ventricle morphogenesis 	0003215	TAD1121	0.00415080717421334	0.0312226708723271
cardiac ventricle formation 	0003211	TAD2536|TAD1033	0.0070475775249591|0.000831283952472117	0.0312452180388064|0.0312226708723271
cardiac ventricle morphogenesis 	0003208	TAD2536|TAD333|TAD899|TAD1033|TAD548	0.0494852480810212|0.01480996082487|0.0206737683767367|0.00594989686268066|0.0206737683767367	0.0571882203276392|0.0344894446685106|0.0384277272065022|0.0312226708723271|0.0384277272065022
cardiocyte differentiation 	0035051	TAD2536|TAD2531|TAD1121	0.0152106646358691|0.00269989470667631|0.00449608461434436	0.0347545975341708|0.0312226708723271|0.0312226708723271
cardiolipin biosynthetic process 	0032049	TAD2903	0.00387435535637148	0.0312226708723271
cardiolipin metabolic process 	0032048	TAD2903	0.00628928792440864	0.0312226708723271
cardiovascular system development 	0072358	TAD1174|TAD889	0.0219582872978504|0.00345996488210043	0.0395469146612442|0.0312226708723271
cargo loading into COPII-coated vesicle 	0090110	TAD1878	0.00746007507794544	0.0313865936270947
cargo loading into vesicle 	0035459	TAD1878	0.0167155790268679	0.0357224120325347
cartilage development 	0051216	TAD2953|TAD2189|TAD1033|TAD3017|TAD2105	0.0158366281477691|0.0406662861668028|0.00636434343075876|0.0221023490718091|0.0189743821750217	0.0351331851246699|0.0515655624732388|0.0312226708723271|0.0396223607807736|0.0371711558015986
catecholamine metabolic process 	0006584	TAD1006|TAD1067	0.00518635218240593|0.00931734662146921	0.0312226708723271|0.0317468008020042
cation transmembrane transport 	0098655	TAD837	8.67956989031819e-05	0.00661344069687854
cation transport 	0006812	TAD2266|TAD837	0.0101974821470154|0.000810811930284085	0.0320301343511385|0.0312226708723271
Cdc42 protein signal transduction 	0032488	TAD2649	0.00684029714661227	0.0312226708723271
cell-cell adhesion mediated by cadherin 	0044331	TAD2608	0.0252075885992765	0.0414507203629438
cell-cell adhesion via plasma-membrane adhesion molecules 	0098742	TAD548|TAD611|TAD1310|TAD1653	0.0668837071501477|0.019581006464153|0.0668837071501477|0.0292282587046137	0.0684591048034717|0.0377948361284341|0.0684591048034717|0.0441232196801065
cell-cell junction assembly 	0007043	TAD2751|TAD1858|TAD72	0.0270735843865918|0.0163321121485394|0.0163321121485394	0.0425649035395706|0.0355658635586251|0.0355658635586251
cell-cell junction organization 	0045216	TAD2500	0.0246986081929654	0.0410768764449113
cell-matrix adhesion 	0007160	TAD816|TAD454	0.0307963400970025|0.0185919999025232	0.0450476487504364|0.0369484590827856
cell-substrate junction assembly 	0007044	TAD2774	0.00608237035797732	0.0312226708723271
cell chemotaxis 	0060326	TAD1967|TAD1510|TAD842|TAD2882	0.0246892769928498|0.0287454663170637|0.0206164315459938|0.0107587103786097	0.0410768764449113|0.0436809132151573|0.0383845153935516|0.032234223274686
cell cycle G1/S phase transition 	0044843	TAD2310|TAD417|TAD2903|TAD1670	0.0619639020605623|0.0127083697236701|0.0437846428850567|0.0314719787387826	0.065327745730424|0.0333557676197028|0.0535174974064847|0.0456341440175737
cell cycle G2/M phase transition 	0044839	TAD2586|TAD2326|TAD1118|TAD2787|TAD2571|TAD2763|TAD1413|TAD1670|TAD1412|TAD1815|TAD2058|TAD2845|TAD3061	0.0682800587935773|0.0347388358688381|0.0432347931662707|0.060004764539908|0.0682800587935773|0.017521735880895|0.0261680347890182|0.0432347931662707|0.00879927942908598|0.0347388358688381|0.060004764539908|0.0682800587935773|0.0347388358688381	0.0694171464500515|0.0476818163474596|0.0532633139809684|0.0638748197318726|0.0694171464500515|0.0362293494890224|0.0421466726878433|0.0532633139809684|0.0317221844764827|0.0476818163474596|0.0638748197318726|0.0694171464500515|0.0476818163474596
cell differentiation in hindbrain 	0021533	TAD2176	0.0254815572949382	0.0417126644807705
cell junction assembly 	0034329	TAD2608	0.0634701363202971	0.0664469381683771
cell migration involved in sprouting angiogenesis 	0002042	TAD1510	0.00677167176522186	0.0312226708723271
cell morphogenesis 	0000902	TAD1967|TAD2953|TAD1099|TAD1100|TAD2608|TAD3079|TAD2380	0.024281992448164|0.0202756341458776|0.024281992448164|0.0322464531291747|0.0634701363202971|0.0518790645728111|0.0401469956115682	0.0409781367976176|0.038256055936385|0.0409781367976176|0.0461366025710937|0.0664469381683771|0.0588564404513379|0.0511181874013861
cell morphogenesis involved in differentiation 	0000904	TAD6|TAD2310|TAD842|TAD454|TAD1033|TAD2859	0.0222434430854634|0.0368018639370541|0.0185702237955387|0.0111831072293159|0.00746911180540166|0.0331823302315978	0.0396787629340057|0.0490336693581523|0.0369484590827856|0.0323336971931206|0.0313865936270947|0.0466647151194864
cell morphogenesis involved in neuron differentiation 	0048667	TAD2310|TAD1033	0.065230268783707|0.0133967135858128	0.0676397773308182|0.0336818959107878
cell part morphogenesis 	0032990	TAD506|TAD3079	0.0068402971466125|0.00986675295637374	0.0312226708723271|0.0317468008020042
cell projection assembly 	0030031	TAD1967|TAD2953|TAD1099|TAD1100	0.00828696048023014|0.00691034604447271|0.00828696048023014|0.0110347527130006	0.0313865936270947|0.0312226708723271|0.0313865936270947|0.0323336971931206
cell wall macromolecule catabolic process 	0016998	TAD2194|TAD1234|TAD837	0.00828581544809626|0.0115824836139131|0.00663370450283474	0.0313865936270947|0.0326590512939334|0.0312226708723271
cellular amide metabolic process 	0043603	TAD3085|TAD1163|TAD1304|TAD3033|TAD3020|TAD1916|TAD1503	0.0212977418346941|0.0338615063524669|0.0255034210699481|0.0544493896418801|0.0380140600166712|0.0585148638334339|0.0128327388577302	0.0389165733416499|0.0470136327409096|0.0417126644807705|0.0604139879240107|0.0498707461441053|0.0630102677811092|0.0334396954446484
cellular amino acid biosynthetic process 	0008652	TAD1915|TAD548	0.0343699733320938|0.0135040006991834	0.0474200695843467|0.0336818959107878
cellular amino acid catabolic process 	0009063	TAD1163|TAD127	0.0126807416961321|0.0173962475904378	0.0333137057358765|0.0360518554358889
cellular biogenic amine catabolic process 	0042402	TAD566|TAD1743|TAD1785	0.00332168144298273|0.00442676109303808|0.0022155286396599	0.0312226708723271|0.0312226708723271|0.0312226708723271
cellular biogenic amine metabolic process 	0006576	TAD280	0.0117199633845143	0.0326965588835301
cellular calcium ion homeostasis 	0006874	TAD652|TAD1967|TAD566|TAD784|TAD707|TAD760	0.0581630558513531|0.0500642062896722|0.0500642062896722|0.0418962857984897|0.00528427448017767|0.0169722321951588	0.062818331876544|0.0576076605585941|0.0576076605585941|0.0522863151974553|0.0312226708723271|0.0359291520214464
cellular cation homeostasis 	0030003	TAD2176	0.0170583323297625	0.0360113010617312
cellular defense response 	0006968	TAD2129|TAD1099|TAD170|TAD346	1.95387562346154e-05|0.0230592883162386|0.0154739570528428|0.0455961255067823	0.00192238597749119|0.0402000391874698|0.0347545975341708|0.0546963160843694
cellular divalent inorganic cation homeostasis 	0072503	TAD1967|TAD784|TAD707|TAD836|TAD760	0.041266405259382|0.0345076914275401|0.00359659585094963|0.041266405259382|0.0139472158454319	0.0520141481217135|0.0474684055578156|0.0312226708723271|0.0520141481217135|0.0340594342600153
cellular glucose homeostasis 	0001678	TAD2298	0.00911533319550784	0.0317221844764827
cellular hyperosmotic response 	0071474	TAD2129|TAD179	0.00580690408359452|0.00456493908140443	0.0312226708723271|0.0312226708723271
cellular iron ion homeostasis 	0006879	TAD1149|TAD1756|TAD2793|TAD1466	0.0529943212413696|0.0418757707127113|0.0154314905844104|0.0455961255067823	0.0593944317031674|0.0522863151974553|0.0347545975341708|0.0546963160843694
cellular lipid catabolic process 	0044242	TAD1834|TAD153	0.0181463267907512|0.00663553960581298	0.0366076038355312|0.0312226708723271
cellular macromolecule biosynthetic process 	0034645	TAD1382|TAD417	0.01631339132061|0.050210820070352	0.0355658635586251|0.0577152451515382
cellular macromolecule catabolic process 	0044265	TAD1141|TAD2326|TAD837|TAD548|TAD557	0.0359928043180722|0.01323800151221|0.0263043618841085|0.0230537435345769|0.0519308470024845	0.048484791632687|0.0335055941460385|0.0421845008590057|0.0402000391874698|0.0588665775752996
