GO.Term	GO.ID	TAD	P.value	P.adjust
small protein activating enzyme activity 	0008641	TAD2608|TAD792	0.0138808353664882|0.00348659510356031	0.0379774733520519|0.0367887940219646
snoRNA binding 	0030515	TAD1814	0.0156091074731348	0.0385858011906455
snRNA binding 	0017069	TAD1100	0.0248659689299164	0.0452265950033433
sodium-independent organic anion transmembrane transporter activity 	0015347	TAD2142|TAD2143	1.85412172404621e-08|0.0395936221889911	2.22288593360651e-06|0.0567851880838882
sodium channel activity 	0005272	TAD1916|TAD3007	0.0478028907565037|0.0104365130751155	0.0626542975341735|0.0371593497322587
sodium channel inhibitor activity 	0019871	TAD2797	0.0031382096525836	0.0367887940219646
sodium ion binding 	0031402	TAD2498	0.0238330651319556	0.0446068990067304
sodium ion transmembrane transporter activity 	0015081	TAD837|TAD1916|TAD432|TAD545|TAD2415|TAD2958|TAD653	0.00103463501673865|0.0833810591592657|0.0485208118776048|0.0123541532356261|0.0776597453307211|0.0184746782526699|0.0366127622988731	0.0240079824314194|0.085358788266459|0.0630390800914336|0.03744401100915|0.0815802613088425|0.0408346930221195|0.0546696751808503
sodium:amino acid symporter activity 	0005283	TAD2171	0.00938878711789892	0.0371593497322587
sodium:bicarbonate symporter activity 	0008510	TAD2176|TAD1083|TAD432|TAD545	0.0214450494854791|0.0145716938966066|0.00557319972405057|0.00139585588490221	0.0429298857046975|0.0379774733520519|0.0371593497322587|0.0298243267289006
sodium:proton antiporter activity 	0015385	TAD837|TAD2958|TAD653	3.3140475437484e-05|0.00339987505430561|0.00678907733164447	0.00155472056508892|0.0367887940219646|0.0371593497322587
solute:proton antiporter activity 	0015299	TAD837	0.00418245396196593	0.0371593497322587
solute:proton symporter activity 	0015295	TAD2176	0.0553473605491678	0.0672385621168417
spectrin binding 	0030507	TAD1529|TAD111	0.00331356591840148|0.0180963120292451	0.0367887940219646|0.0403140782972987
sphingosine N-acyltransferase activity 	0050291	TAD2176	0.0161258933122421	0.03906269412121
steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor 	0033764	TAD153	1.91506804604114e-05	0.000983980200799234
steroid hormone receptor binding 	0035258	TAD842|TAD2189|TAD2953|TAD2310|TAD2500|TAD1651|TAD1652|TAD1653|TAD2582|TAD2583|TAD2726|TAD3033|TAD370|TAD6	0.0327303725259721|0.0829131594068837|0.0327303725259721|0.0644031068258779|0.0327303725259721|0.0767836545361533|0.0066323413910464|0.019767065718423|0.0066323413910464|0.0132212698300653|0.0829131594068837|0.0829131594068837|0.0518587465007935|0.0391484353588716	0.0520118880051898|0.0850411587452733|0.0520118880051898|0.0733413744222926|0.0520118880051898|0.0811057887856186|0.0371593497322587|0.0415358596108636|0.0371593497322587|0.0376346596834492|0.0850411587452733|0.0850411587452733|0.0648760434485289|0.0563215490029633
sterol binding 	0032934	TAD190|TAD1916|TAD1743|TAD548|TAD2774|TAD1376|TAD3079|TAD2354	0.0610595795499227|0.0571051055496066|0.0330335150402523|0.0289635052824417|0.0330335150402523|0.0248767230162041|0.0531343251553603|0.0289635052824417	0.0713424964932534|0.0686916487045992|0.0520652212187664|0.0489768780535585|0.0520652212187664|0.0452265950033433|0.0654847936523516|0.0489768780535585
sterol transporter activity 	0015248	TAD1743|TAD2774|TAD3079	0.0193874613262877|0.000159764489548349|0.031320022932344	0.0412645671609484|0.00485594040063857|0.0509397512105595
store-operated calcium channel activity 	0015279	TAD652|TAD760	0.00609435741287101|0.00174466752998015	0.0371593497322587|0.0327390654756275
substrate-specific channel activity 	0022838	TAD2176|TAD2787	5.01843174920564e-05|0.0163817137069949	0.00200551402125662|0.03906269412121
sulfotransferase activity 	0008146	TAD734|TAD2242|TAD653	0.0101764893858124|0.0235883055240957|0.0202520468869348	0.0371593497322587|0.0443797413435036|0.0420878063116292
sulfuric ester hydrolase activity 	0008484	TAD2189|TAD2953|TAD2726	0.0180097309131084|0.00696315517659041|0.0180097309131084	0.0403140782972987|0.0371593497322587|0.0403140782972987
SUMO binding 	0032183	TAD1127	0.00418281858821901	0.0371593497322587
superoxide-generating NADPH oxidase activator activity 	0016176	TAD3071|TAD1118	0.0171528349412589|0.00392156385296982	0.039772998727956|0.0371593497322587
syntaxin-1 binding 	0017075	TAD1126	0.00522646970306417	0.0371593497322587
syntaxin binding 	0019905	TAD2649|TAD1743|TAD2380|TAD2571|TAD1126	0.0715118402117088|0.0525251024726807|0.0652250315321715|0.0525251024726807|0.0266121775705009	0.0777687811973079|0.0650215783325174|0.0738069019858495|0.0650215783325174|0.0465767065670244
T cell receptor binding 	0042608	TAD1112	0.00209305298091567	0.0339832039300637
taste receptor activity 	0008527	TAD1916|TAD2130	0.0372360744298021|2.7941411664559e-32	0.0550478241520266|2.00991887907061e-29
Tat protein binding 	0030957	TAD2129	0.0121552673574499	0.03744401100915
tau protein binding 	0048156	TAD3020|TAD3033	0.00626793506613543|0.00904263136953376	0.0371593497322587|0.0371593497322587
TBP-class protein binding 	0017025	TAD280|TAD116|TAD2716	0.0307230950950256|0.0163788718223927|0.0199837629845228	0.0506546727468592|0.03906269412121|0.0418834017233448
telethonin binding 	0031433	TAD333|TAD858	0.00305117029255986|0.00548635780629014	0.0367887940219646|0.0371593497322587
telomerase RNA binding 	0070034	TAD1059|TAD899	0.00765846534542691|0.0133655392991726	0.0371593497322587|0.0376346596834492
thiol-dependent ubiquitin-specific protease activity 	0004843	TAD876|TAD2481|TAD212|TAD2186|TAD2496|TAD2665	0.019767065718423|0.0644031068258779|0.0581515362367067|0.0391484353588716|0.0455244694907776|0.0391484353588716	0.0415358596108636|0.0733413744222926|0.0690649505772223|0.0563215490029633|0.0609045888669487|0.0563215490029633
thiol-dependent ubiquitinyl hydrolase activity 	0036459	TAD876|TAD726|TAD432|TAD2481|TAD1773|TAD212|TAD2186|TAD2496|TAD2665	0.0238950810848632|0.0774761677542707|0.0624713853045141|0.0774761677542707|0.0774761677542707|0.0700037084686032|0.0472252465309578|0.0548787239883182|0.0472252465309578	0.0446069074231269|0.0814386605035149|0.0721575984907117|0.0814386605035149|0.0814386605035149|0.0770362074835521|0.0624844157043574|0.066870856220661|0.0624844157043574
thiolester hydrolase activity 	0016790	TAD1174|TAD28|TAD929	0.0357196454255794|0.016892954297053|0.00566052720537125	0.0537510367115279|0.0396938636416013|0.0371593497322587
thyroid hormone receptor binding 	0046966	TAD2953|TAD2310|TAD2266|TAD3033|TAD2309	0.0112953920873262|0.0224680520720053|0.0616930736304885|0.0291132699934049|0.00904617345002368	0.0371593497322587|0.0437042236882508|0.0718546097287359|0.0490831536295061|0.0371593497322587
titin binding 	0031432	TAD2237	0.00852317092817567	0.0371593497322587
Toll-like receptor binding 	0035325	TAD767	6.54306012600514e-05	0.00249641107687399
transaminase activity 	0008483	TAD1915	0.0217805445414372	0.0431057541167423
transcription coactivator activity 	0003713	TAD2112|TAD1529|TAD2310|TAD454|TAD2582|TAD2583|TAD1290|TAD2309|TAD1265|TAD1780	0.0742726507720139|0.0501470320522091|0.0252789473470694|0.0742726507720139|0.0253948861157168|0.0501470320522091|0.0742726507720139|0.0977875476492265|0.0501470320522091|0.0253948861157168	0.0796922321874219|0.0638450118989187|0.0456684701980974|0.0796922321874219|0.0456684701980974|0.0638450118989187|0.0796922321874219|0.0985179868473533|0.0638450118989187|0.0456684701980974
transcription coactivator binding 	0001223	TAD1978	0.00609488832401284	0.0371593497322587
transcription cofactor binding 	0001221	TAD6|TAD1978|TAD2943	0.0130217839293252|0.010862850041691|0.00218169124705481	0.0376346596834492|0.0371593497322587|0.0346183066995902
transcription corepressor activity 	0003714	TAD2953|TAD2148|TAD2328|TAD8|TAD1290|TAD687|TAD1362	0.0855078369912509|0.0690092670400616|0.0177153329260845|0.0690092670400616|0.0522145350760642|0.035118351552023|0.0690092670400616	0.0866739411545979|0.0764486644109101|0.0403042028034204|0.0764486644109101|0.064944440997566|0.0533985784784953|0.0764486644109101
transcription corepressor binding 	0001222	TAD6	0.00626820804259531	0.0371593497322587
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding 	0000982	TAD1033|TAD2536|TAD1978|TAD1360	0.0482748980020308|0.0635798129487173|0.00566631949592151|0.0235211100602844	0.0628709896731336|0.0728273819070865|0.0371593497322587|0.0443797413435036
transcription factor activity, RNA polymerase II core promoter sequence-specific 	0000983	TAD1033|TAD2500|TAD179	0.0034878117984859|0.00869786845696419|0.0190404501907556	0.0367887940219646|0.0371593497322587|0.0412450937203313
transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding 	0003705	TAD837|TAD842|TAD1033|TAD2148|TAD527|TAD233|TAD1265	0.043830430650182|0.0276202158560812|0.0111395502335914|0.0221569285077174|0.0330534536931001|0.0330534536931001|0.0111395502335914	0.0595419592553781|0.0477144956179783|0.0371593497322587|0.0433280719793694|0.0520652212187664|0.0520652212187664|0.0371593497322587
transcription regulatory region DNA binding 	0044212	TAD280|TAD1033|TAD1978|TAD687	0.104732549339704|0.0642137120007001|0.00995155025716385|0.0642137120007001	0.105318192672452|0.0732803757258122|0.0371593497322587|0.0732803757258122
transcription regulatory region sequence-specific DNA binding 	0000976	TAD2112|TAD1033|TAD1978|TAD233|TAD926	0.0745213239496362|0.0503171346610822|0.00615026061890153|0.0090706906920867|0.0503171346610822	0.0796922321874219|0.0639032800115359|0.0371593497322587|0.0371593497322587|0.0639032800115359
transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding 	0001077	TAD1033|TAD2536|TAD1121|TAD2793|TAD1360|TAD1112|TAD1201|TAD2800	0.0303117608992518|0.0271347122331287|0.0740747852064557|0.0597098106861657|0.00962812792911642|0.0597098106861657|0.0597098106861657|0.0740747852064557	0.0501631748624121|0.047173110704208|0.0796922321874219|0.0703734415405491|0.0371593497322587|0.0703734415405491|0.0703734415405491|0.0796922321874219
transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding 	0001205	TAD1174|TAD837|TAD1033|TAD233	0.0491261849209499|0.0125014670283173|0.00313930480570279|0.00939001236713943	0.0632223568209946|0.03744401100915|0.0367887940219646|0.0371593497322587
transcriptional activator activity, RNA polymerase II transcription factor binding 	0001190	TAD454|TAD1967|TAD2076|TAD784|TAD233|TAD1290	0.0130342458004721|0.0259019544121313|0.0428034413028656|0.0216310931108864|0.0259019544121313|0.0130342458004721	0.0376346596834492|0.04606111794572|0.0593003665907464|0.0431057541167423|0.04606111794572|0.0376346596834492
transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding 	0001228	TAD1033|TAD2536|TAD1121|TAD233|TAD1360|TAD926	0.048955887276884|0.0651877657160693|0.00582554558123564|0.00859580204470523|0.00158841771238978|0.048955887276884	0.0632223568209946|0.0738069019858495|0.0371593497322587|0.0371593497322587|0.0308811299399743|0.0632223568209946
transcriptional repressor activity, RNA polymerase II activating transcription factor binding 	0098811	TAD784|TAD233	0.00522601423875935|0.00626820804259531	0.0371593497322587|0.0371593497322587
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding 	0001078	TAD2148|TAD2310|TAD527|TAD1304|TAD542|TAD8	0.033436657343423|0.0815276496160789|0.0497376159715528|0.0497376159715528|0.0497376159715528|0.033436657343423	0.052275918968484|0.0840595642004292|0.0636240517288743|0.0636240517288743|0.0636240517288743|0.052275918968484
transcriptional repressor activity, RNA polymerase II transcription factor binding 	0001191	TAD28|TAD2953|TAD2148|TAD527|TAD546|TAD1710|TAD8|TAD1290	0.0598238064248241|0.0203438786737259|0.0163077778933668|0.0243637702140032|0.0163077778933668|0.0243637702140032|0.0163077778933668|0.0122554039395575	0.0703974170222874|0.0420878063116292|0.03906269412121|0.0448609352575246|0.03906269412121|0.0448609352575246|0.03906269412121|0.03744401100915
transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding 	0001227	TAD2148|TAD527|TAD1304|TAD542|TAD2131|TAD8	0.0543646562505523|0.0804351915729302|0.0804351915729302|0.0804351915729302|0.0804351915729302|0.0543646562505523	0.0665707684882657|0.0833063588218841|0.0833063588218841|0.0833063588218841|0.0833063588218841|0.0665707684882657
transferase activity, transferring acyl groups other than amino-acyl groups 	0016747	TAD557|TAD127|TAD1529|TAD190|TAD3079	0.0754378226376876|0.0524847453654375|0.00975051856009568|0.0708913279123373|0.0617323662822411	0.0803528239151678|0.0650215783325174|0.0371593497322587|0.0776139875396315|0.0718546097287359
transferase activity, transferring amino-acyl groups 	0016755	TAD557	0.0221224149533397	0.0433280719793694
transferase activity, transferring hexosyl groups 	0016758	TAD2112|TAD2113|TAD1019|TAD2958|TAD1670	0.0259547355987004|0.0428862328821088|0.0512423859039171|0.0259547355987004|0.0428862328821088	0.04606111794572|0.0593003665907464|0.0646280840342062|0.04606111794572|0.0593003665907464
transferase activity, transferring pentosyl groups 	0016763	TAD784|TAD233|TAD1670|TAD1427	0.0181955107792257|0.0217956320073792|0.0181955107792257|0.00366524129505208	0.0403140782972987|0.0431057541167423|0.0403140782972987|0.0367887940219646
transferrin receptor binding 	1990459	TAD1067|TAD2496	0.00626793506613543|0.00487803943025378	0.0371593497322587|0.0371593497322587
transforming growth factor beta-activated receptor activity 	0005024	TAD548	0.00366044581272307	0.0367887940219646
transforming growth factor beta binding 	0050431	TAD548	0.0115520322007068	0.0372261306883513
transforming growth factor beta receptor binding 	0005160	TAD333|TAD2500|TAD1878|TAD1149|TAD548|TAD2186	0.0190553097493839|0.0190553097493839|0.0340436410328756|0.0524645980201065|0.0265776673299971|0.0228235624446019	0.0412450937203313|0.0412450937203313|0.0527017054153125|0.0650215783325174|0.0465767065670244|0.043897725272239
transition metal ion binding 	0046914	TAD1529|TAD1651|TAD1652|TAD1653|TAD2849|TAD611	0.0684300997625069|0.346552668211638|0.0348197923029934|0.100872832606599|0.000740257345991505|0.0684300997625069	0.0761196676739639|0.346874145640406|0.0532160848370111|0.101578895363994|0.0181531290073826|0.0761196676739639
transition metal ion transmembrane transporter activity 	0046915	TAD2176|TAD1916|TAD836|TAD1915	0.0831436307320464|0.0384155192108649|0.0166424530462402|0.04912618492095	0.0851561248788592|0.0557502962051423|0.0392936692273374|0.0632223568209946
translation elongation factor activity 	0003746	TAD1019|TAD3071	0.00678907733164447|0.024685836106768	0.0371593497322587|0.0452265950033433
translation factor activity, RNA binding 	0008135	TAD1019|TAD1012|TAD2930	0.0345802111234607|0.0679818688642493|0.0345802111234607	0.0530633079044561|0.0758556737378748|0.0530633079044561
translation initiation factor activity 	0003743	TAD2930	0.0187064325137744	0.0408346930221195
transmembrane receptor protein kinase activity 	0019199	TAD1266|TAD548|TAD75|TAD1265	0.063058815405255|0.0372745103379098|0.0161455191049813|0.0107923837109061	0.0724605557212675|0.0550478241520266|0.03906269412121|0.0371593497322587
transmembrane receptor protein phosphatase activity 	0019198	TAD1653|TAD1955	0.00392224778588435|0.00261643007191714	0.0371593497322587|0.0366640006181636
transmembrane receptor protein serine/threonine kinase activity 	0004675	TAD548	0.00852317092817567	0.0371593497322587
transmembrane receptor protein serine/threonine kinase binding 	0070696	TAD1149	0.019382423932975	0.0412645671609484
transmembrane receptor protein tyrosine kinase activity 	0004714	TAD1266|TAD75|TAD1265	0.0620713488485065|0.0158864964246228|0.0106187776006409	0.0720548525094551|0.0389361164531171|0.0371593497322587
transmembrane receptor protein tyrosine phosphatase activity 	0005001	TAD1653|TAD1955	0.00392224778588435|0.00261643007191714	0.0371593497322587|0.0366640006181636
transmitter-gated ion channel activity 	0022824	TAD3007	0.00861539063859629	0.0371593497322587
transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential 	1904315	TAD3007	0.00939614502429253	0.0371593497322587
triglyceride lipase activity 	0004806	TAD1374	0.010862850041691	0.0371593497322587
tRNA-specific ribonuclease activity 	0004549	TAD2266|TAD2851	0.0313200229323439|0.00339987505430561	0.0509397512105595|0.0367887940219646
tRNA (cytosine methyltransferase activity 	0016427)	TAD1823	0.00209314428089746	0.0339832039300637
tRNA binding 	0000049	TAD1823|TAD1100	0.00991642015023309|0.0262314038937042	0.0371593497322587|0.0464375468438175
tRNA methyltransferase activity 	0008175	TAD127	0.0124141139115529	0.03744401100915
tropomyosin binding 	0005523	TAD2484|TAD1454	0.0097352452913444|0.00730971908736788	0.0371593497322587|0.0371593497322587
tubulin-glutamic acid ligase activity 	0070740	TAD2536|TAD3079	0.0103414408019566|0.00791644500777156	0.0371593497322587|0.0371593497322587
tumor necrosis factor-activated receptor activity 	0005031	TAD6	0.0125036397962929	0.03744401100915
tumor necrosis factor receptor binding 	0005164	TAD2303	0.00574711114067739	0.0371593497322587
tumor necrosis factor receptor superfamily binding 	0032813	TAD2303|TAD1141	0.0135397014819247|0.0246879691517614	0.0376346596834492|0.0452265950033433
type I transforming growth factor beta receptor binding 	0034713	TAD548	0.00487803943025378	0.0371593497322587
ubiquitin-dependent protein binding 	0140036	TAD2186	0.0031382096525836	0.0367887940219646
ubiquitin-like protein-specific protease activity 	0019783	TAD726|TAD432|TAD1773|TAD2186|TAD2496|TAD2665|TAD929	0.0627573058422|0.0505248042532769|0.0627573058422|0.0381348343746116|0.0443496272023665|0.0381348343746116|0.0318801751253778	0.0722184488915613|0.0640614145585026|0.0722184488915613|0.0555671658206697|0.0600040724154902|0.0555671658206697|0.0514181000901085
ubiquitin-like protein conjugating enzyme activity 	0061650	TAD837|TAD542	0.0145716938966067|4.77709156100203e-05	0.0379774733520519|0.00194508746955517
ubiquitin-like protein conjugating enzyme binding 	0044390	TAD6|TAD1006	0.0181907764089471|0.015181465363699	0.0403140782972987|0.038383538875656
ubiquitin-like protein ligase activity 	0061659	TAD2266|TAD468|TAD75|TAD1296|TAD1006|TAD611|TAD2297	0.0752279225148868|0.0322014886194621|0.0479133261962081|0.0785798976383797|0.0785798976383797|0.0322014886194621|0.0785798976383797	0.0802084272663665|0.0516660315544976|0.0626542975341735|0.082141947830004|0.082141947830004|0.0516660315544976|0.082141947830004
ubiquitin-like protein ligase binding 	0044389	TAD75	0.0757640218602679	0.0804128352890172
ubiquitin-protein transferase activity 	0004842	TAD2266|TAD468|TAD542|TAD1296|TAD611|TAD2809	0.0801269776763062|0.0714600039291007|0.0179802783702344|0.0122807014174383|0.0714600039291007|0.0714600039291007	0.0833063588218841|0.0777687811973079|0.0403140782972987|0.03744401100915|0.0777687811973079|0.0777687811973079
ubiquitin-protein transferase inhibitor activity 	0055105	TAD116|TAD28	0.00470423417995813|0.00783013338928773	0.0371593497322587|0.0371593497322587
ubiquitin-specific protease binding 	1990381	TAD6	0.0083503203169063	0.0371593497322587
ubiquitin-ubiquitin ligase activity 	0034450	TAD2397	0.016892954297053	0.0396938636416013
ubiquitin binding 	0043130	TAD332|TAD1133|TAD2500|TAD2354	0.0372745103379098|0.063058815405255|0.0267664273415635|0.0372745103379098	0.0550478241520266|0.0724605557212675|0.0467329694199791|0.0550478241520266
ubiquitin conjugating enzyme activity 	0061631	TAD837|TAD542	0.0138820406336527|4.32313734733874e-05	0.0379774733520519|0.0018658660791114
ubiquitin conjugating enzyme binding 	0031624	TAD1006	0.0125921103966233	0.0374810679116044
ubiquitin protein ligase activity 	0061630	TAD2266|TAD468|TAD75|TAD1296|TAD1006|TAD611|TAD2297	0.0794661905339633|0.0332314723307703|0.0494328825875994|0.0810298300899599|0.0810298300899599|0.0332314723307703|0.0810298300899599	0.0827149933461799|0.0521958594768122|0.0634599408828313|0.083666207336906|0.083666207336906|0.0521958594768122|0.083666207336906
ubiquitin protein ligase activity involved in ERAD pathway 	1904264	TAD1174	0.0357196454255794	0.0537510367115279
ubiquitin protein ligase binding 	0031625	TAD75	0.0725306911534104	0.0786934296174256
UDP-galactosyltransferase activity 	0035250	TAD2958	0.006270666259514	0.0371593497322587
UDP-glucosyltransferase activity 	0035251	TAD2143	0.0109459436203918	0.0371593497322587
UDP-glycosyltransferase activity 	0008194	TAD2112|TAD2113|TAD1019	0.0164044963308028|0.0271933965319902|0.0325440876458795	0.0390738444612278|0.047173110704208|0.0518686419053234
urea transmembrane transporter activity 	0015204	TAD2786|TAD2787	0.00157013230998848|4.79269174280457e-06	0.0308811299399743|0.00036214646607011
vinculin binding 	0017166	TAD1296	0.00435653260237878	0.0371593497322587
vitamin D receptor binding 	0042809	TAD2310|TAD2309	0.0121552673574498|0.00487867719181601	0.03744401100915|0.0371593497322587
voltage-gated calcium channel activity 	0005245	TAD1823|TAD566|TAD2583|TAD2882	0.00965630536438944|0.0192218629090224|0.00644766116986084|0.00527523232312332	0.0371593497322587|0.0412645671609484|0.0371593497322587|0.0371593497322587
voltage-gated cation channel activity 	0022843	TAD1823|TAD1889|TAD566|TAD2583|TAD2882	0.0259547355987004|0.00872676498821889|0.0512423859039171|0.017378128533443|0.0713853434695609	0.04606111794572|0.0371593497322587|0.0646280840342062|0.0400234806565315|0.0777687811973079
voltage-gated potassium channel activity 	0005249	TAD3020|TAD1889|TAD2859	0.0648347961751192|0.00741775023998614|0.0648347961751192	0.073599942212471|0.0371593497322587|0.073599942212471
voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization 	0086008	TAD2143	0.0145697968171986	0.0379774733520519
voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization 	1902282	TAD2143	0.00973524529134429	0.0371593497322587
water channel activity 	0015250	TAD2176	5.03447357836113e-06	0.00036214646607011
water transmembrane transporter activity 	0005372	TAD2176	5.03447357836113e-06	0.00036214646607011
wide pore channel activity 	0022829	TAD1234	0.0145697968171986	0.0379774733520519
Wnt-activated receptor activity 	0042813	TAD1376|TAD1915|TAD2131|TAD75|TAD1413|TAD1846	0.0114666714717373|0.0340246042975457|0.0114666714717373|0.00574911483271023|0.00574911483271023|0.0209262510599882	0.0371693137547275|0.0527017054153125|0.0371693137547275|0.0371593497322587|0.0371593497322587|0.0424026758567649
WW domain binding 	0050699	TAD2176|TAD711|TAD2336	0.0756423356044891|0.015092095449749|0.0100859990016908	0.0804128352890172|0.038383538875656|0.0371593497322587
zinc ion binding 	0008270	TAD2112|TAD1529|TAD3071|TAD1651|TAD1652|TAD1653|TAD2849|TAD1476|TAD2311|TAD611	0.0770056068407272|0.0520173229560028|0.113291329214774|0.274327258892002|0.026354830264421|0.0770056068407272|0.000136631745002468|0.0770056068407272|0.0770056068407272|0.0520173229560028	0.0811812894784022|0.064944440997566|0.113818756259535|0.274709152987907|0.0465321756462642|0.0811812894784022|0.00437748449874006|0.0811812894784022|0.0811812894784022|0.064944440997566
zinc ion transmembrane transporter activity 	0005385	TAD836	0.0114666714717373	0.0371693137547275
